CONTEXT,ID,TEXT
bulletin:18B,"__________________________
DENIAL PROTOCOL

REASON FOR DENIAL stamp is activated on first interrogation.

When denying entry, stamp both DENIED and REASON FOR DENIAL on passport.

If applicant clarifies discrepancies sufficiently, approval is authorized even while REASON FOR DENIAL stamp remains available.","__________________________
입국 불가 규약

첫 심문 뒤 불가 사유 도장을 사용 할 수 있습니다.

입국을 불허할때는, 불가 도장과 불가 사유 도장이 모두 여권에 찍혀야 합니다.

입국 신청자가 불일치 사항을 충분히 명확하게 밝혔다면, 불가 사유 도장이 튀어나와도 입국을 허가할 수 있습니다."
bulletin:19A,"Impor rejects all imported goods from Arstotzka.

Under request from the Ministry of Trade, the Ministry of Admission will react to this violation.

Deny all travelers from Impor.","임포르가 아스토츠카로 부터의 모든 물건에 대해 금수조치를 내렸습니다

무역성의 요청으로 국경 관리성에선 이 행위에 대응을 하기로 했습니다.

임포르에서 온 여행자들을 모두 입국 불허하십시오."
bulletin:20A,"Impor has relented on their faulty policy.

Imporians are now permitted entry.

The divisional authority of East Grestin operations will visit again today.","임포르가 자신들이 잘못된 정책을 폈다는데 동의했습니다.

임포르인들은 이제 입국이 가능합니다.

동 그레스틴 출입국 허가 부서에서 오늘 다시 방문할 예정입니다."
bulletin:21A,"A special program for political asylum has been established.

Those seeking asylum must carry a valid GRANT OF ASYLUM.

Entrants with such a grant do not require an ENTRY PERMIT or an ID SUPPLEMENT.","정치적 망명에 있어 특별한 규약이 제정되었습니다.

망명자들은 망명을 위해 유효한 망명 허가서가 필요합니다.

망명 허가서를 가지고 온 입국자는 입국 허가서나 신분 보충 증명표가 필요 없습니다."
bulletin:23A,"Your position is important and your responsibilities are broad.

Follow all protocols strictly.","당신의 직위는 중요하고 당신의 책임 또한 막중해졌습니다.

모든 규약을 정확히 따라주십시오."
bulletin:24A,"Recent events have cast suspicion on the activities of Arstotzkan citizens in the ALTAN district.

The Ministry of Information has requested our cooperation.

A special drawer for confiscating documents has been installed in your booth.

Continued...","최근의 사건은 알탄 지구의 시민들에게 혐의를 두고 있는 중입니다.

정보성은 우리의 협조를 요청해왔습니다.

문서 압수를 위한 특제 서랍이 검문소에 설치되었습니다.

계속..."
bulletin:24B,"The rulebook has been updated with information regarding confiscation policy.

Confiscate all Arstotzkan passports from residents living in ALTAN district.

Travelers may still be granted entry if passport is confiscated and no other rules are violated.

PASSPORT SEIZURE slips will be issued to allow entry or denial without a passport.","압수 정책에 대한 정보가 규정집에 갱신되었습니다.

알탄 지구에서 거주하는 모든 아스토츠카인들의 여권을 압수하십시오.

여권을 압수해도, 다른 규정을 어기지 않았다면 입국을 허가할 수 있습니다.

여권 압수 임시표가 여권 없이 입국을 처리하기 위해 발급될 것 입니다."
bulletin:25A,"United Federation citizens present a risk of spreading infectious disease.

Deny all entrants from United Federation.

Continue to confiscate Arstotzkan passports from residents living in ALTAN district.","연합 연방국의 시민들에게 감염성 질병들이 확산되가고 있습니다.

연합 연방국에서 온 입국자들을 모두 불허하십시오.

알탄 지구 거주자들의 여권 압수는 계속 하시길 바랍니다."
bulletin:26A,"The risk of disease is too great. A new protocol has been instituted.

All entrants must carry a valid CERTIFICATE OF VACCINATION with an up-to-date POLIO vaccine.

This requirement extends to natives, foreigners, diplomats, and asylum seekers.

Continued...","질병 감염 위험이 심각해진 상태라, 새로운 규약이 제정되었습니다.

모든 입국자들은 최근 소아마비 백신을 접종한 이력이 적힌 유효한 예방접종 증명서를 가져와야만 합니다.

이 요구 조건은 주민, 외국인, 외교관, 망명 신청자 모두에게 해당합니다.

계속..."
bulletin:26B,"United Federation citizens are permitted entry with such certification.

Continue to confiscate Arstotzkan passports from residents living in ALTAN district.","이런 증명서가 있는 연합 연방국 시민들의 입국은 허용됩니다.

알탄 지구 거주자들의 여권 압수는 계속 하시길 바랍니다."
bulletin:27A,"In order to improve efficiency, the ENTRY PERMIT and ID SUPPLEMENT have been consolidated into a single ACCESS PERMIT.

Foreigners are now required to present a valid ACCESS PERMIT.

Continued...","효율성 향상을 위해, 입국 허가서와 신분 보층 증명서를 입경 허가서 한장으로 통합했습니다.

외국인들은 이제 유효한 입경 허가서를 필요로 합니다.

계속..."
bulletin:27B,"Yesterday's coordinated attack has prompted an emergency meeting. 

An important Kolechian negotiator will arrive today to discuss issues at this checkpoint.

Continue to confiscate Arstotzkan passports from residents living in ALTAN district.","어제의 계획된 공격으로 긴급 회의가 소집되었습니다.

중요한 콜레치아 협상가가 오늘 토론을 위해 이 검문소에 도착할 예정입니다.

알탄 지구 거주자들의 여권 압수는 계속 하시길 바랍니다."
bulletin:28A,"In response to continued attacks, the Ministry of Information is expanding the passport confiscation program.

Confiscate all Arstotzkan passports from native entrants.

There are no exceptions.

Do not confiscate foreign passports.","계속되는 공격에 대응하여, 국가 정보성에선 여권 압수 프로그램을 확대 실시하기로 결정했습니다.

모든 아스토츠카인 입국자들의 여권을 압수하십시오.

예외는 없습니다.

외국인의 여권은 압수하지 마십시오."
bulletin:29A,"[NOTICE] All government workers are subject to a thorough information audit. Involvement with unauthorized groups is grounds for immediate arrest.

Your audit is scheduled for: DECEMBER 24

DO NOT LEAVE YOUR DESIGNATED REGION.

Continued...","[NOTICE] 모든 정부 노동자들은 철저한 정보 감사의 대상이 됩니다. 허가 받지 않은 세력과 협력한 자는 즉시 체포될 수 있습니다.

당신의 감사 날짜는 다음과 같습니다: 12월 24일

지정된 지역을 절대 떠나지 마십시오.

계속..."
bulletin:29B,Continue to confiscate all Arstotzkan passports from native entrants.,모든 아스토츠카인 입국자들의 여권을 압수를 계속하시기 바랍니다.
bulletin:30A,"[NOTICE] All government workers are subject to a thorough information audit. Involvement with unauthorized groups is grounds for immediate arrest.

Your audit is scheduled for: DECEMBER 24

DO NOT LEAVE YOUR DESIGNATED REGION.

Continued...","[NOTICE] 모든 정부 노동자들은 철저한 정보 감사의 대상이 됩니다. 허가 받지 않은 세력과 협력한 자는 즉시 체포될 수 있습니다.

당신의 감사 날짜는 다음과 같습니다: 12월 24일

지정된 지역을 절대 떠나지 마십시오.

계속..."
bulletin:30B,Continue to confiscate all Arstotzkan passports from native entrants.,모든 아스토츠카인 입국자들의 여권을 압수를 계속하시기 바랍니다.
bulletin:31A,"The Ministry of Admission is involved in discussions regarding the closure of this checkpoint.

Until a decision is made, maintain your duties as ordered.

Continued...","국경 관리성에서는 이 검문소의 폐쇄에 관한 토의에 참여했습니다.

결정이 내려지기 전까지, 내려진 당신의 의무는 계속 이행하시길 바랍니다.

계속..."
bulletin:31B,"You are scheduled for an information audit tomorrow morning.

DO NOT LEAVE YOUR DESIGNATED REGION.

Continue to confiscate all Arstotzkan passports from native entrants.","당신의 정보 감사가 내일 아침으로 예정되어 있습니다.

지정된 지역을 절대 떠나지 마십시오.

모든 아스토츠카인 입국자들의 여권을 압수를 계속하시기 바랍니다."
facts,$paper: Invalid $fact,$paper: $fact 유효하지 않음
facts,Missing $paper,$paper 없음
facts,$0 DISTRICT,$0 구획
facts,Presence,있음
facts,Sufficience,충분함
facts,Excellence,훌륭함
facts,Obristan,오브리스탄
facts,Antegria,안테그리아
facts,Republia,리퍼블리아
facts,UnitedFed,연합 연방국
facts,Impor,임포르
facts,Kolechia,콜레치아
facts,Arstotzka,아스토츠카
facts,Skal,스칼
facts,Lorndaz,론다즈
facts,Mergerous,머저스
facts,St. Marmero,세인트 마메로
facts,Glorian,글로리안
facts,Outer Grouse,아우터 그로스
facts,True Glorian,트루 글로리안
facts,Lesrenadi,레스레나디
facts,Bostan,보스탄
facts,Great Rapid,그레이트 래피드
facts,Shingleton,싱레톤
facts,Korista City,코리스타 시티
facts,Enkyo,은키오
facts,Haihan,하이한
facts,Tsunkeido,슨케이도
facts,Yurko City,유르코 시
facts,Vedor,베더
facts,West Grestin,서 그레스틴
facts,Orvech Vonor,오베크 버너
facts,East Grestin,동 그레스틴
facts,Paradizna,파라디즈나
facts,Passport,여권
facts,Entry Ticket,입국 표
facts,Entry Permit,입국 허가서
facts,Work Pass,노동 허가서
facts,Id Card,신분증
facts,Id Supplement,신분 보충 증명표
facts,Access Permit,입경 허가서
facts,Diplomatic Auth,외교관 권한서
facts,Asylum Grant,망명 허가서
facts,Vaccine Cert,예방접종 증명서
facts,Identity Record,신분 기록
facts,Fingerprints,지문
facts,Name,성명
facts,Id Number,주민번호
facts,Expiration Date,만기일
facts,Issuing City,발급 도시
facts,Birth Date,생년월일
facts,Alias,가명
facts,Height,신장
facts,Weight,체중
facts,Description,설명
facts,Thumbprint,지문
facts,Date,일자
facts,Purpose,목적
facts,Duration,체류기간
facts,Face,얼굴
facts,District,구획
facts,Gender,성별
facts,Work End Date,노동 만기일
facts,Altan,알탄
facts,Vescillo,베칠로
facts,Burnton,번톤
facts,Octovalis,악토벨리스
facts,Gennistora,게니스토라
facts,Lendiforma,렌디포르마
facts,Wozenfield,워젠필드
facts,Fardesto,파데스토
facts,DENTISTRY,치과 시술
facts,HEALTH-CARE,건강 관리
facts,GENERAL-LABOR,일반 노동
facts,ENGINEERING,기술
facts,SPORTS,체육
facts,ARCHITECTURE,건축
facts,FOOD-SERVICE,식당 관리
facts,AVIATION,항공 산업
facts,ACCOUNTING,회계
facts,FISHING,어업
facts,DRAFTING,재단
facts,RESEARCH,연구
facts,FINE-ARTS,미술
facts,AGRICULTURE,농업
facts,MANUFACTURING,제조업
facts,CONSTRUCTION,건설
facts,SURVEYING,측량
facts,STATISTICS,통계
facts,POLIO,소아마비
facts,HPV,인유두종
facts,COWPOX,우두
facts,TETANUS,파상풍
facts,YEL.FEV.,황열
facts,CHOLERA,콜레라
facts,RUBELLA,풍진
facts,HEP-B,B형 간염
facts,MEASLES,홍역
facts,TUBERC.,결핵
facts,2 DAYS,2 일
facts,14 DAYS,14 일
facts,1 MONTH,1 달
facts,2 MONTHS,2 달
facts,3 MONTHS,3 달
facts,6 MONTHS,6 달
facts,1 YEAR,1 년
facts,FOREVER,무기한
facts,visit,방문
facts,transit,통과
facts,work,업무
facts,immigrate,이민
facts,Possible Smuggler Admitted,밀수업자를 입국시킴
facts,Missing documents,문서가 부족함
facts,Wanted criminal admitted,수배자를 입국시킴
facts,Incorrect purpose response,잘못된 목적 답변
facts,Incorrect visit duration response,잘못된 방문 기간 답변
facts,Passport: Non-matching photo,여권: 사진이 일치하지 않음
facts,Forged Entry Permit,위조된 입국 허가서
facts,Forged Work Pass,위조된 노동 허가서
facts,Id Card: Non-matching photo,신분증: 사진이 일치하지 않음
facts,Forged Access Permit,위조된 입경 허가서
facts,No Diplomatic Access to Arstotzka,외교 가능 지역에 아스토츠카가 없음
facts,Forged Diplomatic Auth,위조된 외교관 허가서
facts,Forged Asylum Grant Seal,위조된 망명 허가서 인장
facts,Necessary vaccine expired,필수 백신 접종이 만료됨
facts,Missing necessary vaccine,필수 백신을 접종받지 않음
facts,Name does not match record,기록과 이름이 일치하지 않음
facts,Alias does not match record,기록과 가명이 일치하지 않음
facts,Fingerprints do not match record,지문이 기록과 일치하지 않음
facts,Cobrastan is not a real country,코브라스탄은 진짜 나라가 아님
facts,No entry from Antegria,"안테그리아 출신, 입국 금지"
facts,No entry from Arstotzka,"아스토츠카 출신, 입국 금지"
facts,No entry from Republia,"리퍼블리아 출신, 입국 금지"
facts,No entry from United Fed,"연합 연방국 출신, 입국 금지"
facts,No entry from Obristan,"오브리스탄 출신, 입국 금지"
facts,No entry from Impor,"임포르 출신, 입국 금지"
facts,No entry from Kolechia,"콜레치아 출신, 입국 금지"
facts,Possible Terrorist Admitted,테러리스트를 입국시킴
facts,Entrant Holds Conflicting Passports,입국자가 이중 여권을 가지고 있었음
facts,Entrant must have a passport,입국자는 여권을 소지해야 함
facts,Foreigners require an entry permit,외국인은 입국 허가서를 소지해야 함
facts,Foreigners require an entry ticket,외국인은 입국 표를 소지해야 함
facts,All documents must be current,모든 문서들은 현재 통용되어야 함
facts,Workers must have a work pass,노동자는 노동 허가서를 소지해야 함
facts,Citizens must have an id card,국민은 신분증을 소지해야 함
facts,Foreigners require an id supplement,외국인은 신분 증명표를 소지해야 함
facts,Arstotzkan citizens only,아스토츠카 국민만 입국할 수 있음
facts,No entry from United Federation,"연합 연방국 출신, 입국 금지"
facts,No weapons or contraband,무기나 밀수품은 반입 금지
facts,All Kolechians must be searched,콜레치아 사람은 몸수색을 받아야 함
facts,Diplomats require authorization,외교관은 외교관 권한서가 필요함
facts,Entrant must have polio vaccine cert,소아마비 예방접종을 꼭 받아야함
facts,Asylum seekers must have a grant,망명자는 신청서를 소지해야 함
facts,Foreigners require an access permit,외국인은 입경 허가서를 소지해야 함
facts,CONFISCATE ARSTOTZKAN PASSPORTS BELONGING TO ALTAN RESIDENTS.,알탄 출신 국민들의 여권을 압수해야 함
facts,CONFISCATE ALL ARSTOTZKAN PASSPORTS. NO EXCEPTIONS.,국민들의 여권을 압수해야 함. 예외 없음
facts,Passport not confiscated,여권을 압수하지 않음
paper:SecondPassport,West Grestin,서 그레스틴
paper:Rules,Basic Rules,기본 규정
paper:Rules,Regional Map,지역 지도
paper:Rules,Booth Info,검문실 정보
paper:Rules,Documents,문서
paper:Rules,Confiscation,압수
paper:Rules,Obristan,오브리스탄
paper:Rules,Antegria,안테그리아
paper:Rules,Republia,리퍼블리아
paper:Rules,United,연합
paper:Rules,Federation,연방국
paper:Rules,Impor,임포르
paper:Rules,Kolechia,콜레치아
paper:Rules,Arstotzka,아스토츠카
paper:Rules,ANTEGRIA,안테그리아
paper:Rules,ARSTOTZKA,아스토츠카
paper:Rules,IMPOR,임포르
paper:Rules,KOLECHIA,콜레치아
paper:Rules,OBRISTAN,오브리스탄
paper:Rules,REPUBLIA,리퍼블리아
paper:Rules,UNITED FED.,연합 연방국
paper:Rules,Id Card (Native),신분증 (국민)
paper:Rules,Entry Permit,입국 허가서
paper:Rules,Id Supplement,신분 보충 증명표
paper:Rules,Access Permit,입경 허가서
paper:Rules,Work Pass,노동 허가서
paper:Rules,Diplomatic Auth.,외교관 권한서
paper:Rules,Grant of Asylum,망명 허가서
paper:Rules,Vaccine Cert.,예방접종 증명서
intro,Congratulations.,축하합니다.
intro,The October labor lottery is complete. Your name was pulled.,10월 노동 복권 추첨이 끝났습니다. 당신의 이름이 뽑혔군요.
intro,"For immediate placement, report to the Ministry of Admission at Grestin Border Checkpoint.",국경 관리성은 그레스틴 국경 검문소에 즉각 인원 배치가 필요함을 보고받았습니다.
intro,An apartment will be provided for you and your family in East Grestin. Expect a Class-8 dwelling.,당신의 가족들을 위해 동 그레스틴에 아파트가 지급되었습니다. 8등급 연립주택입니다.
intro,Glory to Arstotzka.,아스토츠카에 영광을.
end:in-debt,Arstotzka has zero tolerance for delinquency.,빚을 연체할 경우에는 관용을 베풀지 않습니다.
end:in-debt,Your family will be sent back to their village.,당신의 가족들은 고향으로 되돌아갔습니다.
end:in-debt,You are under arrest until your debts are repaid.,당신은 빚을 상환할 때까지 구금될 것입니다.
end:in-debt,A replacement inspector will be found easily.,대체할 검문관 정도는 널렸습니다.
end:in-debt,Glory to Arstotzka.,아스토츠카에 영광을.
end:family-dead,Your entire family is gone.,당신의 가족들이 모두 사망했습니다.
end:family-dead,The Ministry Of Labor focuses on Arstotzka's future growth.,노동성에서는 미래의 일꾼이 될 자녀 양육에 초점을 맞추고 있습니다.
end:family-dead,Workers are expected to support large healthy families.,노동자들에겐 건강한 가족들이 요구되는 바입니다.
end:family-dead,Your position will be filled by someone more appropriate.,당신의 직책에는 다른 적임자가 배치될 것입니다.
end:family-dead,Glory to Arstotzka.,아스토츠카에 영광을.
end:turned-over-ezic-docs,You are under arrest for associating with suspicious groups.,의심스러운 단체와 연루되어 체포당했습니다.
end:turned-over-ezic-docs,The Ministry of Information will perform a full audit of your recent activities.,정보성은 당신의 활동에 대해 철저히 조사할 것입니다.
end:turned-over-ezic-docs,Glory to Arstotzka.,아스토츠카에 영광을.
end:caught-with-ezic-money,The Ministry of Income has discovered an anomaly in your earnings.,재정성에서 당신의 수입에 수상한 변화가 있음을 알아챘습니다.
end:caught-with-ezic-money,You are under arrest pending a full audit of your recent activities.,당신의 활동에 대한 감사가 완료되기 전까지 구금될 예정입니다.
end:caught-with-ezic-money,Your family will likewise be held for questioning.,당신의 가족들 역시 함께 구류되어 심문받을 것입니다.
end:caught-with-ezic-money,The border will remain open under a replacement inspector.,국경 검문소는 후임자에게 인수인계했습니다.
end:caught-with-ezic-money,Glory to Arstotzka.,아스토츠카에 영광을.
end:killed-innocent,You are under arrest for the murder of an innocent.,결백한 사람을 살인한 죄목으로 체포되었습니다.
end:killed-innocent,The penalty is death.,판결 결과는 사형입니다.
end:killed-innocent,Your family will be questioned about their involvement.,가족들 역시 연관성이 있는지 여부를 심문받았습니다.
end:killed-innocent,The border will remain open under a replacement inspector.,국경 검문소는 후임자에게 인수인계했습니다.
end:killed-innocent,Glory to Arstotzka.,아스토츠카에 영광을.
end:tranqed-innocent,You are under arrest for attacking an innocent.,결백한 사람을 공격한 죄목으로 체포되었습니다.
end:tranqed-innocent,The penalty is forced labor.,판결 결과는 노동 교화형입니다.
end:tranqed-innocent,Your family will be questioned about their involvement.,가족들 역시 연관성이 있는지 여부를 심문받았습니다.
end:tranqed-innocent,The border will remain open under a replacement inspector.,국경 검문소는 후임자에게 인수인계했습니다.
end:tranqed-innocent,Glory to Arstotzka.,아스토츠카에 영광을.
end:killed-guard,You are under arrest for the murder of an Arstotzkan official.,아스토츠카 관료를 살인한 죄목으로 체포되었습니다.
end:killed-guard,The penalty is death.,판결 결과는 사형입니다.
end:killed-guard,Your family will be questioned about their involvement.,가족들 역시 연관성이 있는지 여부를 심문받았습니다.
end:killed-guard,The border will remain open under a replacement inspector.,국경 검문소는 후임자에게 인수인계했습니다.
end:killed-guard,Glory to Arstotzka.,아스토츠카에 영광을.
end:tranqed-guard,You are under arrest for attacking an Arstotzkan official.,아스토츠카 관료를 공격한 죄목으로 체포되었습니다.
end:tranqed-guard,The penalty is death.,판결 결과는 사형입니다.
end:tranqed-guard,Your family will be questioned about their involvement.,가족들 역시 연관성이 있는지 여부를 심문받았습니다.
end:tranqed-guard,The border will remain open under a replacement inspector.,국경 검문소는 후임자에게 인수인계했습니다.
end:tranqed-guard,Glory to Arstotzka.,아스토츠카에 영광을.
end:killed-target,You are under arrest for the murder of an innocent.,결백한 사람을 살인한 죄목으로 체포되었습니다.
end:killed-target,The penalty is death.,판결 결과는 사형입니다.
end:killed-target,Your family will be questioned about their involvement.,가족들 역시 연관성이 있는지 여부를 심문받았습니다.
end:killed-target,The border will remain open under a replacement inspector.,국경 검문소는 후임자에게 인수인계했습니다.
end:killed-target,Glory to Arstotzka.,아스토츠카에 영광을.
end:killed-target,[A note appears from under the cell door],[감옥 문 아래로 쪽지를 넘겨받았습니다]
end:killed-target,INSPECTOR - FAMILY IS SAFE - TARGET ELIMINATED BUT OTHER PROBLEMS ARISE,"검문관, 가족 분들은 안전합니다. 표적을 제거했지만, 다른 문제가 발생했습니다."
end:killed-target,REPLACEMENT INSPECTOR NOT COOPERATIVE - EZIC ACTIVITIES HINDERED,"후임으로 온 검문관이 협조하지 않아, 에직에서도 활동할 수 없게 됐습니다."
end:killed-target,WE CANNOT PROVIDE FURTHER SUPPORT - EZIC TO HIBERNATE AGAIN,더 이상 지원하지 못하겠군요. 에직은 잠정적으로 활동을 중단하겠습니다.
end:killed-target,FAMILY WILL BE TAKEN TO OBRISTAN - GOOD LUCK,가족 분들은 오브리스탄으로 이주시키겠습니다. 행운이 함께하길.
end:tranqed-target,You are under arrest for attacking an innocent.,당신은 결백한 사람을 공격한 죄로 체포되었습니다.
end:tranqed-target,The penalty is forced labor.,판결 결과는 노동 교화형입니다.
end:tranqed-target,Your family will be questioned about their involvement.,가족들 역시 연관성이 있는지 여부를 심문받았습니다.
end:tranqed-target,The border will remain open under a replacement inspector.,국경 검문소는 후임자에게 인수인계했습니다.
end:tranqed-target,Glory to Arstotzka.,아스토츠카에 영광을.
end:tranqed-target,[A note appears from under the cell door],[감옥 문 아래로 쪽지를 넘겨받았습니다]
end:tranqed-target,INSPECTOR - FAMILY IS SAFE - TARGET HAS RECOVERED IN HOSPITAL,"검문관, 가족 분들은 안전합니다. 표적은 병원에서 치료받았습니다."
end:tranqed-target,REPLACEMENT INSPECTOR NOT COOPERATIVE - EZIC ACTIVITIES HINDERED,"후임으로 온 검문관이 협조하지 않아, 에직에서도 활동할 수 없게 됐습니다."
end:tranqed-target,WE CANNOT PROVIDE FURTHER SUPPORT - EZIC TO HIBERNATE AGAIN,더 이상 지원하지 못하겠군요. 에직은 잠정적으로 활동을 중단하겠습니다.
end:tranqed-target,FAMILY WILL BE TAKEN TO OBRISTAN - GOOD LUCK,가족 분들은 오브리스탄으로 이주시키겠습니다. 행운이 함께하길.
end:stuff-on-walls,You are under arrest for violating direct orders.,상관의 명령에 불복종하여 체포되었습니다.
end:stuff-on-walls,The penalty is forced labor.,판결 결과는 노동 교화형입니다.
end:stuff-on-walls,Your family will be sent back to their village.,당신의 가족들은 고향으로 되돌아갔습니다.
end:stuff-on-walls,The border will remain open under a replacement inspector.,국경 검문소는 후임자에게 인수인계했습니다.
end:stuff-on-walls,Glory to Arstotzka.,아스토츠카에 영광을.
end:arrested-boss-buddy,Your supervisor has reported you for theft of Arstotzkan property.,당신의 상관이 아스토츠카의 자산을 빼돌린 혐의로 당신을 고발하였습니다.
end:arrested-boss-buddy,The penalty is forced labor.,판결 결과는 노동 교화형입니다.
end:arrested-boss-buddy,Your family will be sent back to their village.,당신의 가족들은 고향으로 되돌아갔습니다.
end:arrested-boss-buddy,The border will remain open under a replacement inspector.,국경 검문소는 후임자에게 인수인계했습니다.
end:arrested-boss-buddy,Glory to Arstotzka.,아스토츠카에 영광을.
end:wall-destroyed,The Grestin Border wall has been destroyed.,그레스틴 국경의 장벽이 파괴되었습니다.
end:wall-destroyed,You are under arrest for failure to defend the checkpoint.,당신은 검문소 방어를 실패한 죄목으로 체포되었습니다.
end:wall-destroyed,Your family will be sent back to their village.,당신의 가족들은 고향으로 되돌아갔습니다.
end:wall-destroyed,The border will reopen under a replacement inspector.,국경 검문소는 후임자에게 인수인계했습니다.
end:wall-destroyed,Glory to Arstotzka.,아스토츠카에 영광을.
end:help-ezic-kill-attackers-wall-safe,Hello inspector.,"반갑네, 검문관."
end:help-ezic-kill-attackers-wall-safe,We have audited your recent activities.,자네의 활동에 대한 감사를 끝마쳤네.
end:help-ezic-kill-attackers-wall-safe,Your involvement with a group calling themselves THE ORDER OF THE EZIC STAR has been uncovered.,에직 별의 결사단이라는 단체와 연관되었다는 사실이 밝혀졌지.
end:help-ezic-kill-attackers-wall-safe,Several members of this group have been arrested in Arstotzka.,아스토츠카 정부에선 예전에 몇몇 단원들을 체포한 적이 있다네.
end:help-ezic-kill-attackers-wall-safe,At least one EZIC member has confessed to receiving your help.,그 중 하나가 당신의 도움을 받았다고 실토하더군.
end:help-ezic-kill-attackers-wall-safe,This represents treason of the highest order.,자네가 일급 반역죄를 저질렀다는 말 아니겠나.
end:help-ezic-kill-attackers-wall-safe,Goodbye inspector.,"안녕히 가시게나, 검문관."
end:help-ezic-kill-attackers-wall-safe,The execution is scheduled for tonight.,사형은 오늘로 예정되어 있습니다.
end:help-ezic-kill-attackers-wall-safe,Your family's safety is unknown.,가족의 안전은 확인할 수 없습니다.
end:help-ezic-kill-attackers-wall-safe,EZIC has been crushed. The balance of justice is restored.,에직은 궤멸되었습니다. 정의의 저울이 다시 균형을 되찾았습니다.
end:help-ezic-kill-attackers-wall-safe,Glory to Arstotzka.,아스토츠카에 영광을.
end:help-ezic-kill-attackers-wall-safe,[A note appears from under the cell door],[감옥 문 아래로 쪽지를 넘겨받았습니다]
end:help-ezic-kill-attackers-wall-safe,INSPECTOR - YOU HAVE BETRAYED US AT THE LAST MOMENT,"검문관, 마지막 순간에 우리를 배신했더군요."
end:help-ezic-kill-attackers-wall-safe,THIS CHAPTER OF EZIC IS OVER - WE CAN OFFER NO HELP TO YOUR FAMILY,이쪽 지부는 궤멸되었습니다. 당신의 가족들에겐 도움을 주기 힘든 상황입니다.
end:help-ezic-kill-attackers-wall-destroyed,The border has been pierced.,국경은 이미 무너진 상태입니다.
end:help-ezic-kill-attackers-wall-destroyed,It is a glorious day for THE ORDER OF THE EZIC STAR but you have betrayed us at the last moment.,"에직 별의 결사단에게는 영광스러운 날이었지만, 당신은 배신자에 지나지 않습니다."
end:help-ezic-kill-attackers-wall-destroyed,EZIC grows strong while the corrupt and greedy weaken.,"부패와 탐욕이 모습을 감추고, 에직이 모습을 드러냈습니다."
end:help-ezic-kill-attackers-wall-destroyed,Your betrayal means you have chosen the wrong side.,당신은 그릇된 자들의 손을 들어줬지만 말입니다.
end:help-ezic-kill-attackers-wall-destroyed,There is no place for you or your family in this revolution.,혁명의 순간을 당신의 가족들과 함께할 순 없겠군요.
end:help-ezic-kill-attackers-wall-destroyed,Goodbye inspector.,"안녕히 계십시오, 검문관."
end:help-ezic-kill-attackers-wall-destroyed,Glory to the New Arstotzka.,새로운 아스토츠카에 영광을.
end:help-few-ezic,Hello inspector.,반갑네 검문관.
end:help-few-ezic,We have audited your recent activities.,자네의 활동에 대한 감사를 끝마쳤네.
end:help-few-ezic,Your involvement with a group calling themselves THE ORDER OF THE EZIC STAR has been uncovered.,에직 별의 결사단이라는 단체와 연관되었다는 사실이 밝혀졌지.
end:help-few-ezic,Several members of this group have been arrested in Arstotzka.,아스토츠카 정부에선 예전에 몇몇 단원들을 체포한 적이 있다네.
end:help-few-ezic,At least one EZIC member has confessed to receiving your help.,그 중 하나가 당신의 도움을 받았다고 실토하더군.
end:help-few-ezic,This represents treason of the highest order.,자네가 일급 반역죄를 저질렀다는 말 아니겠나.
end:help-few-ezic,Goodbye inspector.,"안녕히 가시게나, 검문관."
end:help-few-ezic,The execution is scheduled for tonight.,사형은 오늘로 예정되어 있습니다.
end:help-few-ezic,Your family's safety is unknown.,가족의 안전은 확인할 수 없습니다.
end:help-few-ezic,EZIC has been crushed. The balance of justice is restored.,에직은 궤멸되었습니다. 정의의 저울이 다시 균형을 되찾았습니다.
end:help-few-ezic,Glory to Arstotzka.,아스토츠카에 영광을.
end:escape,You board the late train to the Northern Territories. It is nearly empty.,"북방 영토 발, 늦은 기차편에 몸을 실었습니다. 기차 안은 한적합니다."
end:escape,You pay for the hastily forged passport and re-entry ticket. They look terrible.,당신은 급하게 위조된 여권과 재입국표를 구했습니다. 조악하기 짝이 없지만 말입니다.
end:escape,You pay for the hastily forged passports and re-entry tickets. They look terrible.,당신은 급하게 위조된 여권과 재입국표를 구했습니다. 조악하기 짝이 없지만 말입니다.
end:escape,You reach the border crossing at dawn. The line is immense.,"새벽녘 무렵, 국경에 도달했습니다. 대기열은 길게 늘어져 있었습니다."
end:escape,Six hours later.,여섯 시간이 흐르고
end:escape,Your documents.,서류 제출하십시오.
end:escape,Here.,여기 있습니다.
end:escape,You are entering alone?,혼자 오셨습니까?
end:escape,Yes.,예.
end:escape,I come to visit relatives.,친척을 만나러 왔습니다.
end:escape,"No, my family as well.","아뇨, 가족들과 함께 왔습니다."
end:escape,Hand over all documents now.,모든 서류를 제출하십시오.
end:escape,We come to visit relatives.,친척을 만나러 왔습니다.
end:escape,I do not care why you come. Wait here.,방문 목적과는 상관 없습니다. 그대로 대기하십시오.
end:escape,*KACHUNK*,*철커덩*
end:escape,Welcome to Obristan. Next!,오브리스탄에 오신 걸 환영합니다. 다음!
end:help-ezic-hold-fire,Inspector! It is a glorious day!,"검문관, 영광스러운 날입니다!"
end:help-ezic-hold-fire,The border has been pierced.,국경의 장벽은 무너졌습니다.
